2025-12-23 13:02:54.844 | INFO     | presets:<module>:382 - Frequency band presets initialized with comprehensive band definitions
2025-12-23 13:02:55.115 | INFO     | storage:<module>:509 - Design storage system initialized with thumbnail generation and JSON serialization
2025-12-23 13:02:55.116 | INFO     | __main__:main:11 - Starting Mini Antenna Designer application
2025-12-23 13:02:55.202 | WARNING  | core:__init__:111 - NEC2 executable not found: NEC2 executable not found. Please specify nec2_path or install NEC2. - using mock simulation mode
2025-12-23 13:02:55.204 | INFO     | design:__init__:24 - Antenna design initialized for 4.0x2.0 inch substrate
2025-12-23 13:02:55.204 | INFO     | design:__init__:468 - AdvancedMeanderTrace initialized for 4.0x2.0 inch substrate
2025-12-23 13:02:55.205 | INFO     | design_generator:__init__:21 - Antenna design generator initialized with advanced meander capability for 4.0x2.0 inch substrate
2025-12-23 13:02:55.206 | INFO     | export:__init__:42 - Vector exporter initialized with output dir: exports
2025-12-23 13:02:55.206 | INFO     | storage:__init__:129 - Design storage directory created/verified: C:\Users\hdcor\mini-antenna-designer\designs
2025-12-23 13:02:55.207 | INFO     | storage:__init__:142 - Storage directory is writable
2025-12-23 13:02:55.211 | INFO     | export:__init__:42 - Vector exporter initialized with output dir: exports
2025-12-23 13:02:55.212 | INFO     | storage:__init__:150 - Design storage initialized at: C:\Users\hdcor\mini-antenna-designer\designs
2025-12-23 13:02:55.989 | INFO     | ui:_create_designs_tab:2034 - Successfully created paned window for designs tab
2025-12-23 13:02:56.006 | INFO     | ui:_create_designs_tab:2191 - GUI creation complete, scheduling design library initialization...
2025-12-23 13:02:56.007 | ERROR    | ui:_update_workflow_display:628 - Error updating workflow display: 'AntennaDesignerGUI' object has no attribute 'status_var'
2025-12-23 13:02:56.055 | INFO     | ui:__init__:161 - System configuration validated: ✓ temp directory is ready, ✓ exports directory is ready, ✓ designs directory is ready, ✓ numpy 2.3.5 available
2025-12-23 13:02:56.056 | INFO     | ui:__init__:165 - GUI initialized
2025-12-23 13:02:56.224 | INFO     | ui:_delayed_initial_refresh:2748 - Performing delayed design library initialization...
2025-12-23 13:02:56.230 | INFO     | storage:list_designs:286 - Listed 10 designs from C:\Users\hdcor\mini-antenna-designer\designs
2025-12-23 13:02:56.231 | INFO     | ui:_refresh_designs_list:2313 - Storage returned 10 designs
2025-12-23 13:02:56.235 | INFO     | ui:_refresh_designs_list:2345 - Treeview insertion complete: 10 successful, 0 failed
2025-12-23 13:02:56.237 | INFO     | storage:list_designs:286 - Listed 10 designs from C:\Users\hdcor\mini-antenna-designer\designs
